EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MaritalStatus,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,Attrition,RiskScore,RiskPct,RiskSegment,RiskLevel
118,46,Male,Sales,Sales Executive,3,Single,No,Travel_Rarely,9619,9,4,4,3,3,Yes,0.1996,20.0,Stable,Low (<30%)
1267,44,Male,Sales,Manager,5,Married,No,Travel_Rarely,18213,22,3,2,3,2,No,0.1995,19.9,Stable,Low (<30%)
367,31,Male,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,5582,9,7,4,3,2,No,0.1993,19.9,Stable,Low (<30%)
439,32,Female,Research & Development,Research Scientist,2,Single,No,Travel_Rarely,5055,7,0,4,2,1,No,0.1991,19.9,Stable,Low (<30%)
1314,46,Female,Human Resources,Human Resources,1,Single,No,Travel_Rarely,3423,7,5,1,4,4,No,0.1987,19.9,Stable,Low (<30%)
1289,34,Male,Human Resources,Human Resources,2,Married,No,Travel_Frequently,4490,10,1,2,4,3,No,0.1984,19.8,Stable,Low (<30%)
595,48,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,4051,9,6,4,3,2,No,0.197,19.7,Stable,Low (<30%)
283,29,Female,Sales,Sales Executive,3,Married,No,Travel_Rarely,7639,10,1,4,2,2,Yes,0.1964,19.6,Stable,Low (<30%)
1837,58,Male,Research & Development,Research Director,4,Married,Yes,Travel_Frequently,15787,2,2,3,3,1,No,0.1962,19.6,Stable,Low (<30%)
1527,46,Female,Sales,Manager,4,Married,No,Travel_Rarely,16606,13,5,2,4,3,No,0.1961,19.6,Stable,Low (<30%)
1719,45,Female,Research & Development,Research Director,4,Single,No,Travel_Rarely,16704,21,8,2,3,4,No,0.1957,19.6,Stable,Low (<30%)
1340,40,Male,Research & Development,Research Scientist,1,Divorced,No,Non-Travel,3544,4,0,3,3,3,No,0.1957,19.6,Stable,Low (<30%)
158,43,Male,Sales,Manager,4,Married,Yes,Travel_Frequently,16959,25,4,4,4,3,No,0.1954,19.5,Stable,Low (<30%)
1802,40,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3377,4,0,1,2,3,No,0.1949,19.5,Stable,Low (<30%)
1073,36,Female,Research & Development,Manufacturing Director,3,Single,No,Travel_Rarely,8858,14,7,4,2,4,No,0.1948,19.5,Stable,Low (<30%)
1461,31,Female,Human Resources,Human Resources,1,Single,No,Travel_Rarely,2109,3,0,2,3,4,No,0.1946,19.5,Stable,Low (<30%)
1859,29,Male,Research & Development,Healthcare Representative,2,Divorced,No,Travel_Rarely,6384,7,1,3,3,4,No,0.1939,19.4,Stable,Low (<30%)
1501,55,Male,Research & Development,Healthcare Representative,2,Married,Yes,Travel_Rarely,4035,3,1,3,3,4,No,0.1938,19.4,Stable,Low (<30%)
591,42,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,2093,2,2,3,3,2,No,0.1935,19.3,Stable,Low (<30%)
977,58,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2479,1,0,3,3,4,Yes,0.1933,19.3,Stable,Low (<30%)
709,38,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,4028,7,0,4,3,4,No,0.192,19.2,Stable,Low (<30%)
1849,43,Male,Sales,Sales Executive,2,Married,No,Travel_Frequently,5675,7,7,4,3,1,No,0.1916,19.2,Stable,Low (<30%)
1623,21,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3117,2,2,4,3,3,No,0.1916,19.2,Stable,Low (<30%)
888,24,Male,Research & Development,Laboratory Technician,1,Married,No,Non-Travel,3162,5,3,4,2,1,No,0.1915,19.2,Stable,Low (<30%)
1485,34,Male,Research & Development,Research Director,4,Divorced,No,Travel_Frequently,17007,14,6,1,2,2,No,0.191,19.1,Stable,Low (<30%)
1543,37,Male,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,4285,10,3,4,3,1,No,0.1903,19.0,Stable,Low (<30%)
1006,38,Male,Research & Development,Research Scientist,1,Married,No,Travel_Frequently,2684,2,0,3,2,3,No,0.1899,19.0,Stable,Low (<30%)
677,33,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,7104,5,1,3,3,3,No,0.1895,18.9,Stable,Low (<30%)
601,40,Female,Research & Development,Manufacturing Director,4,Single,No,Travel_Rarely,13237,20,5,3,3,2,No,0.1889,18.9,Stable,Low (<30%)
293,27,Female,Sales,Sales Executive,2,Single,No,Travel_Frequently,9981,7,0,3,3,4,No,0.1884,18.8,Stable,Low (<30%)
912,29,Female,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2532,4,0,4,3,1,No,0.1878,18.8,Stable,Low (<30%)
624,46,Female,Research & Development,Healthcare Representative,3,Married,No,Travel_Frequently,10527,2,1,3,2,1,No,0.1872,18.7,Stable,Low (<30%)
430,43,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Frequently,2455,8,1,4,3,3,No,0.1872,18.7,Stable,Low (<30%)
532,56,Female,Sales,Sales Executive,4,Married,No,Travel_Frequently,13212,7,7,1,2,3,No,0.1863,18.6,Stable,Low (<30%)
1852,29,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,3812,11,3,4,4,4,No,0.1856,18.6,Stable,Low (<30%)
393,38,Male,Research & Development,Healthcare Representative,2,Divorced,No,Travel_Rarely,5745,2,1,4,3,4,No,0.1856,18.6,Stable,Low (<30%)
531,39,Male,Research & Development,Manager,5,Divorced,Yes,Travel_Frequently,19197,21,1,3,3,2,No,0.1845,18.5,Stable,Low (<30%)
1257,36,Male,Research & Development,Research Scientist,1,Married,No,Travel_Frequently,3692,11,0,2,2,3,No,0.1843,18.4,Stable,Low (<30%)
244,46,Female,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,10453,24,15,1,3,2,No,0.1836,18.4,Stable,Low (<30%)
151,34,Female,Research & Development,Research Scientist,2,Divorced,No,Travel_Rarely,4505,1,0,2,3,3,No,0.1836,18.4,Stable,Low (<30%)
1466,48,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,5486,2,2,1,3,3,No,0.1829,18.3,Stable,Low (<30%)
664,48,Female,Research & Development,Manager,4,Married,No,Travel_Rarely,15402,3,0,1,1,4,No,0.1823,18.2,Stable,Low (<30%)
1062,37,Female,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,4107,4,0,2,2,4,No,0.1814,18.1,Stable,Low (<30%)
895,31,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,2356,6,0,4,3,4,No,0.181,18.1,Stable,Low (<30%)
406,35,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,8020,11,6,2,2,3,No,0.1802,18.0,Stable,Low (<30%)
1555,32,Female,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,5878,7,2,2,3,4,No,0.1797,18.0,Stable,Low (<30%)
1936,39,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,5151,10,7,1,3,1,No,0.1792,17.9,Stable,Low (<30%)
197,30,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,3204,3,2,1,3,4,No,0.1792,17.9,Stable,Low (<30%)
105,35,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2859,6,0,3,3,2,No,0.1789,17.9,Stable,Low (<30%)
230,38,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,8686,8,0,4,4,1,No,0.1788,17.9,Stable,Low (<30%)
969,33,Female,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,6949,5,1,4,3,2,No,0.1787,17.9,Stable,Low (<30%)
611,29,Male,Research & Development,Manufacturing Director,2,Divorced,No,Travel_Rarely,4262,3,1,4,4,4,No,0.1774,17.7,Stable,Low (<30%)
334,41,Male,Research & Development,Research Scientist,2,Divorced,No,Travel_Rarely,3072,1,0,1,2,3,No,0.1761,17.6,Stable,Low (<30%)
1039,44,Female,Sales,Sales Executive,4,Married,Yes,Travel_Rarely,13320,12,11,4,3,4,No,0.1757,17.6,Stable,Low (<30%)
53,35,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,1951,1,0,4,3,3,No,0.1753,17.5,Stable,Low (<30%)
1573,38,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,4855,5,1,2,3,3,Yes,0.1753,17.5,Stable,Low (<30%)
717,34,Female,Research & Development,Healthcare Representative,3,Single,No,Travel_Rarely,8621,8,7,2,4,4,No,0.1745,17.5,Stable,Low (<30%)
1651,36,Female,Research & Development,Healthcare Representative,3,Married,No,Travel_Rarely,8008,3,0,1,3,2,No,0.1742,17.4,Stable,Low (<30%)
1358,25,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3669,3,1,4,2,4,No,0.174,17.4,Stable,Low (<30%)
204,35,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,7295,10,0,2,3,3,No,0.1734,17.3,Stable,Low (<30%)
1938,58,Female,Sales,Manager,4,Married,Yes,Travel_Rarely,17875,1,0,4,2,4,No,0.1733,17.3,Stable,Low (<30%)
897,53,Male,Sales,Sales Executive,4,Married,No,Travel_Rarely,11836,2,2,4,3,1,No,0.1717,17.2,Stable,Low (<30%)
1252,31,Female,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,6812,10,1,1,3,3,No,0.1715,17.1,Stable,Low (<30%)
476,26,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,5296,8,7,3,3,3,No,0.1712,17.1,Stable,Low (<30%)
847,34,Male,Human Resources,Human Resources,1,Married,No,Travel_Rarely,3737,3,0,4,1,3,No,0.1712,17.1,Stable,Low (<30%)
52,33,Female,Sales,Sales Executive,2,Married,No,Travel_Frequently,5376,5,1,1,3,3,No,0.1689,16.9,Stable,Low (<30%)
2062,39,Male,Research & Development,Healthcare Representative,3,Married,No,Travel_Rarely,9991,7,1,1,3,4,No,0.1688,16.9,Stable,Low (<30%)
148,54,Female,Human Resources,Manager,4,Single,Yes,Non-Travel,17328,5,4,4,3,4,No,0.1687,16.9,Stable,Low (<30%)
1475,44,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3420,5,1,2,2,4,No,0.1683,16.8,Stable,Low (<30%)
857,36,Male,Sales,Sales Executive,2,Married,Yes,Travel_Rarely,6201,18,4,4,2,2,No,0.1682,16.8,Stable,Low (<30%)
548,30,Female,Research & Development,Manufacturing Director,2,Single,No,Travel_Rarely,6091,5,0,4,3,3,No,0.1682,16.8,Stable,Low (<30%)
378,37,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,6502,5,0,4,4,3,No,0.1677,16.8,Stable,Low (<30%)
1803,42,Male,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,5538,0,0,1,2,2,No,0.1675,16.8,Stable,Low (<30%)
621,34,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,5337,10,5,4,3,4,No,0.1674,16.7,Stable,Low (<30%)
1338,56,Male,Human Resources,Manager,5,Single,No,Travel_Rarely,19717,7,7,2,3,4,No,0.1669,16.7,Stable,Low (<30%)
483,40,Female,Research & Development,Laboratory Technician,1,Married,Yes,Travel_Rarely,2213,7,1,3,3,4,No,0.1664,16.6,Stable,Low (<30%)
1681,33,Female,Sales,Sales Executive,2,Divorced,Yes,Non-Travel,5368,6,1,4,3,3,No,0.1659,16.6,Stable,Low (<30%)
712,48,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,8120,2,2,2,3,2,No,0.1656,16.6,Stable,Low (<30%)
1898,27,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,6500,8,0,3,2,1,No,0.1648,16.5,Stable,Low (<30%)
1368,18,Female,Research & Development,Laboratory Technician,1,Single,No,Non-Travel,1611,0,0,4,4,4,No,0.1638,16.4,Stable,Low (<30%)
1513,29,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,3180,3,0,2,3,4,No,0.1634,16.3,Stable,Low (<30%)
616,41,Female,Research & Development,Healthcare Representative,2,Single,Yes,Non-Travel,6811,8,0,3,3,1,No,0.1633,16.3,Stable,Low (<30%)
1369,35,Female,Research & Development,Laboratory Technician,2,Married,No,Travel_Rarely,5363,9,0,4,3,4,No,0.1621,16.2,Stable,Low (<30%)
1588,39,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,8237,7,7,3,3,4,No,0.1619,16.2,Stable,Low (<30%)
560,26,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2886,3,0,4,1,1,No,0.1618,16.2,Stable,Low (<30%)
716,50,Male,Research & Development,Laboratory Technician,1,Married,Yes,Travel_Rarely,3221,20,3,3,3,4,No,0.1605,16.1,Stable,Low (<30%)
458,27,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,6214,8,0,2,3,2,No,0.1604,16.0,Stable,Low (<30%)
312,29,Female,Sales,Sales Executive,3,Married,No,Travel_Frequently,7918,11,4,4,3,2,No,0.16,16.0,Stable,Low (<30%)
1084,30,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,9957,6,0,1,2,3,No,0.1599,16.0,Stable,Low (<30%)
335,40,Male,Research & Development,Research Scientist,2,Divorced,No,Travel_Rarely,3319,9,4,4,3,1,No,0.1595,15.9,Stable,Low (<30%)
141,50,Female,Research & Development,Research Director,5,Married,Yes,Travel_Frequently,18172,8,0,2,2,1,No,0.1593,15.9,Stable,Low (<30%)
42,39,Male,Sales,Sales Representative,2,Married,No,Travel_Rarely,2086,1,0,4,4,4,Yes,0.1586,15.9,Stable,Low (<30%)
1829,40,Female,Research & Development,Healthcare Representative,2,Divorced,No,Travel_Rarely,4448,7,7,1,3,2,No,0.158,15.8,Stable,Low (<30%)
1241,30,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,3579,11,5,2,3,4,No,0.1574,15.7,Stable,Low (<30%)
1574,32,Male,Research & Development,Research Scientist,2,Married,No,Non-Travel,4087,6,1,1,2,4,No,0.157,15.7,Stable,Low (<30%)
534,41,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,8392,10,0,1,3,2,No,0.1569,15.7,Stable,Low (<30%)
1293,43,Female,Sales,Sales Executive,3,Single,No,Travel_Rarely,10231,21,15,4,4,4,No,0.1558,15.6,Stable,Low (<30%)
728,47,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,4960,7,1,1,3,4,No,0.1556,15.6,Stable,Low (<30%)
787,55,Male,Research & Development,Manager,5,Married,Yes,Travel_Rarely,19859,5,1,1,3,4,Yes,0.1554,15.5,Stable,Low (<30%)
346,29,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2340,6,1,4,3,3,No,0.1552,15.5,Stable,Low (<30%)
1137,35,Male,Sales,Sales Executive,2,Divorced,No,Travel_Frequently,4968,5,0,4,3,4,No,0.155,15.5,Stable,Low (<30%)
515,37,Female,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,3034,18,12,1,2,4,No,0.1548,15.5,Stable,Low (<30%)
733,27,Male,Research & Development,Manufacturing Director,3,Divorced,No,Travel_Frequently,8793,9,1,1,2,4,No,0.1544,15.4,Stable,Low (<30%)
1949,36,Male,Research & Development,Laboratory Technician,1,Married,No,Non-Travel,2810,5,0,2,3,1,No,0.1542,15.4,Stable,Low (<30%)
1812,39,Male,Sales,Sales Executive,2,Divorced,No,Travel_Frequently,4127,2,2,4,3,3,No,0.1537,15.4,Stable,Low (<30%)
1152,38,Male,Human Resources,Human Resources,1,Married,No,Travel_Rarely,2844,7,5,3,4,3,No,0.153,15.3,Stable,Low (<30%)
273,38,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,6261,7,1,4,1,4,No,0.1528,15.3,Stable,Low (<30%)
1969,54,Female,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,2897,4,2,3,2,1,No,0.1526,15.3,Stable,Low (<30%)
1619,27,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,4066,7,0,1,3,4,No,0.1521,15.2,Stable,Low (<30%)
102,37,Male,Research & Development,Research Director,3,Single,No,Travel_Rarely,13664,5,0,3,4,1,No,0.1521,15.2,Stable,Low (<30%)
300,29,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2058,6,1,3,2,3,Yes,0.1517,15.2,Stable,Low (<30%)
615,40,Male,Sales,Sales Executive,3,Divorced,No,Non-Travel,10932,1,0,1,3,3,No,0.1512,15.1,Stable,Low (<30%)
1721,31,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3477,5,0,3,4,2,No,0.1508,15.1,Stable,Low (<30%)
1184,34,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Frequently,5343,13,4,1,3,4,No,0.1506,15.1,Stable,Low (<30%)
966,32,Female,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,6725,8,6,1,4,3,No,0.1498,15.0,Stable,Low (<30%)
247,34,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2311,3,1,2,3,4,No,0.1497,15.0,Stable,Low (<30%)
1847,36,Female,Research & Development,Research Scientist,2,Married,Yes,Travel_Rarely,6962,1,0,2,3,4,No,0.1492,14.9,Stable,Low (<30%)
239,30,Male,Research & Development,Laboratory Technician,2,Divorced,No,Non-Travel,3072,12,6,1,3,3,No,0.1491,14.9,Stable,Low (<30%)
1937,38,Female,Research & Development,Research Scientist,2,Divorced,Yes,Travel_Frequently,2133,20,0,2,3,4,No,0.1481,14.8,Stable,Low (<30%)
2024,36,Female,Sales,Sales Executive,3,Married,No,Travel_Rarely,7644,9,3,4,3,1,No,0.148,14.8,Stable,Low (<30%)
1951,34,Male,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,8628,8,1,3,2,4,No,0.1469,14.7,Stable,Low (<30%)
1317,50,Female,Research & Development,Research Director,4,Married,Yes,Travel_Rarely,16880,3,1,1,3,4,No,0.1452,14.5,Stable,Low (<30%)
714,27,Female,Sales,Sales Executive,2,Divorced,Yes,Travel_Frequently,4647,6,0,4,3,4,No,0.1441,14.4,Stable,Low (<30%)
129,28,Male,Sales,Sales Executive,2,Married,No,Non-Travel,4221,5,0,3,4,2,No,0.1436,14.4,Stable,Low (<30%)
1206,44,Male,Research & Development,Research Scientist,1,Single,No,Non-Travel,2290,0,0,3,3,4,No,0.1432,14.3,Stable,Low (<30%)
372,45,Male,Research & Development,Healthcare Representative,4,Married,Yes,Travel_Rarely,13496,20,4,4,3,3,No,0.1415,14.1,Stable,Low (<30%)
1798,33,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,3143,10,7,1,3,4,No,0.141,14.1,Stable,Low (<30%)
241,56,Female,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Rarely,4257,2,2,1,3,3,No,0.1407,14.1,Stable,Low (<30%)
707,25,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,4851,3,1,2,3,4,No,0.1405,14.1,Stable,Low (<30%)
704,35,Male,Research & Development,Laboratory Technician,1,Married,No,Non-Travel,1281,1,0,3,3,3,No,0.1395,14.0,Stable,Low (<30%)
1631,37,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,5768,4,0,3,2,3,No,0.1392,13.9,Stable,Low (<30%)
1965,27,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,4105,7,0,4,3,4,No,0.1391,13.9,Stable,Low (<30%)
497,27,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,3816,5,0,2,3,4,No,0.1383,13.8,Stable,Low (<30%)
1948,31,Male,Research & Development,Research Scientist,1,Divorced,Yes,Non-Travel,3065,4,2,1,4,3,No,0.1382,13.8,Stable,Low (<30%)
227,41,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2451,9,1,3,3,1,No,0.1372,13.7,Stable,Low (<30%)
452,45,Male,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,3697,10,9,4,3,4,No,0.1364,13.6,Stable,Low (<30%)
1800,39,Male,Research & Development,Research Director,3,Single,No,Travel_Rarely,13464,4,2,3,3,3,No,0.1363,13.6,Stable,Low (<30%)
516,40,Female,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,5715,5,1,2,3,4,No,0.1363,13.6,Stable,Low (<30%)
865,32,Female,Research & Development,Research Scientist,2,Married,No,Travel_Rarely,5175,5,1,3,2,3,No,0.1361,13.6,Stable,Low (<30%)
387,42,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,4907,20,11,3,3,2,No,0.1356,13.6,Stable,Low (<30%)
202,40,Female,Research & Development,Research Scientist,2,Divorced,No,Travel_Frequently,5605,20,2,2,3,2,No,0.1355,13.6,Stable,Low (<30%)
384,26,Female,Research & Development,Manufacturing Director,2,Divorced,No,Travel_Frequently,6397,6,1,2,1,3,No,0.1353,13.5,Stable,Low (<30%)
1628,40,Female,Research & Development,Manufacturing Director,3,Married,No,Travel_Rarely,10435,18,14,3,3,1,No,0.1351,13.5,Stable,Low (<30%)
164,26,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2368,5,4,2,2,3,No,0.134,13.4,Stable,Low (<30%)
499,49,Male,Research & Development,Healthcare Representative,3,Single,No,Travel_Rarely,10965,5,0,3,3,2,No,0.1332,13.3,Stable,Low (<30%)
1068,26,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Frequently,2007,5,1,3,3,1,No,0.1322,13.2,Stable,Low (<30%)
242,33,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2500,3,0,4,4,3,No,0.1316,13.2,Stable,Low (<30%)
1582,38,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,9924,9,7,2,3,3,No,0.1305,13.1,Stable,Low (<30%)
1962,35,Female,Sales,Sales Executive,2,Married,Yes,Travel_Rarely,5204,10,0,4,3,3,No,0.1303,13.0,Stable,Low (<30%)
126,54,Female,Research & Development,Research Director,3,Married,No,Travel_Rarely,13549,4,0,3,1,1,No,0.13,13.0,Stable,Low (<30%)
1308,58,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,2372,2,2,3,3,1,No,0.1294,12.9,Stable,Low (<30%)
338,33,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2911,2,0,4,2,3,No,0.1287,12.9,Stable,Low (<30%)
341,45,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Frequently,6434,3,0,3,3,1,No,0.128,12.8,Stable,Low (<30%)
159,30,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Frequently,2613,10,0,3,2,1,No,0.1278,12.8,Stable,Low (<30%)
271,38,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,6553,1,0,3,3,4,No,0.1278,12.8,Stable,Low (<30%)
715,37,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,4680,1,0,4,3,4,No,0.1276,12.8,Stable,Low (<30%)
623,37,Female,Research & Development,Manufacturing Director,3,Single,No,Travel_Rarely,7491,6,1,4,4,2,No,0.1267,12.7,Stable,Low (<30%)
469,29,Male,Sales,Sales Executive,2,Married,No,Non-Travel,4649,4,0,3,2,4,No,0.1261,12.6,Stable,Low (<30%)
567,30,Female,Sales,Sales Executive,3,Married,No,Non-Travel,8412,9,7,1,3,3,No,0.1257,12.6,Stable,Low (<30%)
1417,26,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,3578,7,0,1,3,3,No,0.1257,12.6,Stable,Low (<30%)
1231,42,Male,Human Resources,Human Resources,2,Married,No,Non-Travel,6272,4,0,1,4,4,No,0.1254,12.5,Stable,Low (<30%)
958,36,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2519,11,3,3,3,3,No,0.1253,12.5,Stable,Low (<30%)
264,45,Male,Research & Development,Manager,4,Married,No,Non-Travel,16792,20,11,4,3,1,No,0.1252,12.5,Stable,Low (<30%)
855,33,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,4037,9,0,1,3,1,No,0.1252,12.5,Stable,Low (<30%)
1756,33,Female,Sales,Sales Executive,2,Single,No,Non-Travel,5147,11,1,2,2,4,No,0.1249,12.5,Stable,Low (<30%)
211,51,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,6132,1,0,3,3,2,No,0.123,12.3,Stable,Low (<30%)
340,37,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,3920,3,0,1,2,3,No,0.1224,12.2,Stable,Low (<30%)
1918,26,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,2544,7,7,4,3,3,No,0.1222,12.2,Stable,Low (<30%)
902,43,Female,Research & Development,Healthcare Representative,2,Married,No,Travel_Frequently,5562,5,2,4,2,4,No,0.1217,12.2,Stable,Low (<30%)
